session_id,user_id,session_date,week_number,device_type,traffic_source,landing_page,signup_completed
S1_01807,U5181,2024-02-09,1,desktop,paid_search,homepage,False
S1_01808,U6031,2024-02-09,1,mobile,social,homepage,False
S1_01809,U2528,2024-02-10,1,desktop,paid_search,pricing,False
S1_01810,U3056,2024-02-10,1,mobile,social,product,False
S1_01811,U2334,2024-02-11,1,tablet,organic,pricing,False
S1_01812,U4016,2024-02-09,1,mobile,social,homepage,False
S1_01813,U635,2024-02-07,1,desktop,organic,homepage,False
S1_01814,U445,2024-02-10,1,desktop,paid_search,pricing,False
S1_01815,U9918,2024-02-07,1,desktop,paid_search,product,False
S1_01816,U4238,2024-02-11,1,mobile,organic,pricing,False
S1_01817,U6917,2024-02-05,1,mobile,paid_search,pricing,False
S1_01818,U7685,2024-02-06,1,mobile,organic,product,False
S1_01819,U880,2024-02-06,1,desktop,organic,homepage,False
S1_01820,U7646,2024-02-09,1,mobile,organic,homepage,True
S1_01821,U5595,2024-02-06,1,mobile,organic,homepage,True
S1_01822,U8673,2024-02-11,1,mobile,organic,pricing,False
S1_01823,U74,2024-02-07,1,mobile,paid_search,homepage,False
S1_01824,U5333,2024-02-08,1,desktop,social,pricing,False
S1_01825,U5564,2024-02-08,1,desktop,paid_search,product,False
S1_01826,U9643,2024-02-10,1,mobile,direct,homepage,False
S1_01827,U1698,2024-02-11,1,desktop,paid_search,homepage,False
S1_01828,U5558,2024-02-10,1,desktop,organic,homepage,False
S1_01829,U2573,2024-02-10,1,mobile,social,pricing,True
S1_01830,U953,2024-02-09,1,desktop,paid_search,pricing,False
S1_01831,U5717,2024-02-05,1,mobile,paid_search,homepage,False
S1_01832,U4546,2024-02-05,1,desktop,organic,product,False
S1_01833,U1856,2024-02-11,1,mobile,direct,homepage,False
S1_01834,U5121,2024-02-08,1,mobile,paid_search,pricing,False
S1_01835,U4392,2024-02-05,1,mobile,organic,pricing,False
S1_01836,U3894,2024-02-10,1,desktop,organic,homepage,False
S1_01837,U9982,2024-02-09,1,mobile,organic,pricing,False
S1_01838,U4907,2024-02-06,1,mobile,organic,pricing,False
S1_01839,U8279,2024-02-05,1,mobile,paid_search,product,False
S1_01840,U4090,2024-02-08,1,tablet,paid_search,homepage,False
S1_01841,U8802,2024-02-09,1,desktop,organic,pricing,False
S1_01842,U3525,2024-02-06,1,mobile,paid_search,homepage,False
S1_01843,U8096,2024-02-06,1,desktop,organic,homepage,False
S1_01844,U5281,2024-02-11,1,desktop,organic,homepage,True
S1_01845,U8247,2024-02-09,1,mobile,organic,product,False
S1_01846,U6372,2024-02-10,1,tablet,organic,product,False
S1_01847,U1138,2024-02-11,1,mobile,paid_search,pricing,True
S1_01848,U5434,2024-02-11,1,mobile,direct,homepage,False
S1_01849,U892,2024-02-05,1,mobile,organic,pricing,True
S1_01850,U8997,2024-02-05,1,mobile,direct,product,False
S1_01851,U8531,2024-02-09,1,mobile,paid_search,pricing,False
S1_01852,U211,2024-02-11,1,desktop,social,product,False
S1_01853,U6740,2024-02-06,1,desktop,paid_search,homepage,False
S1_01854,U9270,2024-02-05,1,desktop,paid_search,homepage,False
S1_01855,U6279,2024-02-08,1,mobile,paid_search,pricing,True
S1_01856,U4312,2024-02-05,1,desktop,organic,homepage,False
S1_01857,U8985,2024-02-07,1,mobile,paid_search,homepage,False
S1_01858,U8959,2024-02-09,1,mobile,social,pricing,False
S1_01859,U2860,2024-02-07,1,mobile,organic,homepage,False
S1_01860,U7531,2024-02-09,1,desktop,direct,homepage,False
S1_01861,U8255,2024-02-05,1,desktop,paid_search,product,False
S1_01862,U7738,2024-02-07,1,mobile,organic,product,False
S1_01863,U6289,2024-02-05,1,desktop,social,pricing,False
S1_01864,U4226,2024-02-09,1,desktop,organic,homepage,False
S1_01865,U3018,2024-02-09,1,desktop,social,homepage,False
S1_01866,U7522,2024-02-09,1,desktop,organic,pricing,False
S1_01867,U6833,2024-02-06,1,desktop,paid_search,homepage,False
S1_01868,U9138,2024-02-09,1,mobile,paid_search,product,False
S1_01869,U4096,2024-02-10,1,mobile,paid_search,homepage,True
S1_01870,U1184,2024-02-08,1,mobile,organic,product,False
S1_01871,U5120,2024-02-09,1,mobile,paid_search,pricing,False
S1_01872,U5908,2024-02-11,1,mobile,social,pricing,False
S1_01873,U1058,2024-02-11,1,desktop,paid_search,pricing,False
S1_01874,U551,2024-02-11,1,desktop,social,homepage,False
S1_01875,U41,2024-02-09,1,mobile,paid_search,homepage,False
S1_01876,U2967,2024-02-07,1,desktop,paid_search,pricing,False
S1_01877,U5155,2024-02-10,1,mobile,organic,product,False
S1_01878,U7108,2024-02-11,1,mobile,paid_search,product,False
S1_01879,U807,2024-02-07,1,mobile,organic,product,True
S1_01880,U7891,2024-02-11,1,mobile,organic,homepage,False
S1_01881,U4081,2024-02-10,1,mobile,social,product,False
S1_01882,U4691,2024-02-08,1,mobile,organic,product,False
S1_01883,U7176,2024-02-08,1,mobile,organic,homepage,False
S1_01884,U4833,2024-02-11,1,tablet,paid_search,homepage,False
S1_01885,U3144,2024-02-06,1,desktop,paid_search,pricing,False
S1_01886,U6342,2024-02-09,1,mobile,direct,pricing,False
S1_01887,U6098,2024-02-08,1,desktop,social,pricing,False
S1_01888,U6758,2024-02-05,1,mobile,direct,homepage,False
S1_01889,U5690,2024-02-09,1,desktop,organic,pricing,False
S1_01890,U7962,2024-02-10,1,desktop,paid_search,homepage,False
S1_01891,U902,2024-02-05,1,mobile,organic,homepage,False
S1_01892,U7389,2024-02-11,1,mobile,social,homepage,True
S1_01893,U797,2024-02-10,1,desktop,organic,pricing,False
S1_01894,U5749,2024-02-08,1,desktop,paid_search,pricing,False
S1_01895,U8544,2024-02-08,1,mobile,organic,product,False
S1_01896,U1804,2024-02-05,1,mobile,social,product,False
S1_01897,U7955,2024-02-09,1,mobile,social,homepage,False
S1_01898,U2122,2024-02-11,1,mobile,organic,product,False
S1_01899,U8798,2024-02-05,1,mobile,organic,product,False
S1_01900,U626,2024-02-08,1,mobile,paid_search,homepage,False
S1_01901,U2410,2024-02-11,1,mobile,organic,homepage,True
S1_01902,U9575,2024-02-08,1,desktop,social,homepage,False
S1_01903,U6939,2024-02-07,1,mobile,organic,pricing,False
S1_01904,U3850,2024-02-10,1,desktop,direct,product,False
S1_01905,U3701,2024-02-08,1,desktop,paid_search,pricing,False
S1_01906,U9874,2024-02-11,1,desktop,paid_search,pricing,False
S1_01907,U7772,2024-02-08,1,mobile,organic,pricing,False
S1_01908,U7814,2024-02-05,1,mobile,social,homepage,False
S1_01909,U24,2024-02-09,1,mobile,social,product,False
S1_01910,U7535,2024-02-10,1,mobile,organic,product,False
S1_01911,U8385,2024-02-10,1,mobile,organic,product,False
S1_01912,U1718,2024-02-06,1,tablet,organic,product,True
S1_01913,U3588,2024-02-08,1,desktop,organic,pricing,False
S1_01914,U6007,2024-02-10,1,mobile,organic,pricing,True
S1_01915,U3728,2024-02-09,1,mobile,paid_search,homepage,True
S1_01916,U5875,2024-02-05,1,mobile,social,pricing,False
S1_01917,U820,2024-02-09,1,desktop,social,product,False
S1_01918,U821,2024-02-10,1,mobile,social,pricing,True
S1_01919,U7804,2024-02-09,1,mobile,organic,product,False
S1_01920,U8501,2024-02-07,1,mobile,paid_search,homepage,True
S1_01921,U9186,2024-02-07,1,mobile,organic,product,False
S1_01922,U7139,2024-02-11,1,mobile,organic,product,False
S1_01923,U2450,2024-02-08,1,mobile,paid_search,product,False
S1_01924,U8125,2024-02-07,1,mobile,organic,product,False
S1_01925,U8539,2024-02-11,1,desktop,social,homepage,False
S1_01926,U1142,2024-02-10,1,mobile,social,pricing,False
S1_01927,U6358,2024-02-09,1,mobile,social,homepage,False
S1_01928,U5149,2024-02-08,1,mobile,paid_search,product,False
S1_01929,U9231,2024-02-09,1,desktop,paid_search,product,False
S1_01930,U4401,2024-02-10,1,mobile,social,homepage,True
S1_01931,U8831,2024-02-07,1,desktop,organic,product,False
S1_01932,U9586,2024-02-11,1,desktop,paid_search,pricing,False
S1_01933,U1735,2024-02-07,1,mobile,paid_search,product,False
S1_01934,U7899,2024-02-08,1,mobile,organic,product,False
S1_01935,U9057,2024-02-09,1,mobile,organic,homepage,False
S1_01936,U7913,2024-02-07,1,mobile,paid_search,product,False
S1_01937,U664,2024-02-10,1,mobile,paid_search,product,False
S1_01938,U1710,2024-02-07,1,mobile,organic,product,False
S1_01939,U1190,2024-02-11,1,tablet,direct,pricing,False
S1_01940,U9256,2024-02-11,1,mobile,paid_search,pricing,False
S1_01941,U7650,2024-02-05,1,mobile,organic,product,False
S1_01942,U1897,2024-02-05,1,desktop,organic,homepage,False
S1_01943,U4846,2024-02-10,1,desktop,social,pricing,False
S1_01944,U43,2024-02-10,1,mobile,organic,pricing,False
S1_01945,U8069,2024-02-11,1,mobile,social,homepage,False
S1_01946,U2542,2024-02-08,1,desktop,organic,pricing,False
S1_01947,U1719,2024-02-10,1,mobile,organic,pricing,False
S1_01948,U2025,2024-02-10,1,mobile,social,product,False
S1_01949,U6312,2024-02-09,1,mobile,organic,pricing,False
S1_01950,U3152,2024-02-08,1,mobile,paid_search,homepage,False
S1_01951,U1501,2024-02-07,1,mobile,organic,pricing,False
S1_01952,U6826,2024-02-08,1,mobile,direct,product,False
S1_01953,U4770,2024-02-10,1,mobile,organic,pricing,True
S1_01954,U1671,2024-02-11,1,mobile,organic,pricing,False
S1_01955,U2509,2024-02-09,1,mobile,organic,product,False
S1_01956,U9072,2024-02-05,1,desktop,organic,pricing,False
S1_01957,U9140,2024-02-05,1,desktop,social,pricing,False
S1_01958,U7391,2024-02-11,1,desktop,paid_search,product,False
S1_01959,U438,2024-02-05,1,mobile,organic,product,False
S1_01960,U1957,2024-02-09,1,mobile,organic,pricing,True
S1_01961,U1839,2024-02-07,1,mobile,organic,homepage,False
S1_01962,U8277,2024-02-10,1,mobile,organic,pricing,False
S1_01963,U6372,2024-02-08,1,mobile,social,homepage,False
S1_01964,U8344,2024-02-07,1,desktop,direct,product,False
S1_01965,U3647,2024-02-11,1,mobile,organic,homepage,False
S1_01966,U4165,2024-02-07,1,mobile,social,pricing,False
S1_01967,U7470,2024-02-08,1,mobile,direct,homepage,False
S1_01968,U1648,2024-02-08,1,mobile,social,homepage,False
S1_01969,U7982,2024-02-05,1,mobile,social,product,False
S1_01970,U5237,2024-02-07,1,desktop,direct,homepage,False
S1_01971,U3698,2024-02-05,1,mobile,paid_search,pricing,False
S1_01972,U9117,2024-02-05,1,mobile,direct,pricing,False
S1_01973,U158,2024-02-08,1,mobile,organic,product,False
S1_01974,U2821,2024-02-08,1,mobile,organic,pricing,False
S1_01975,U6073,2024-02-06,1,mobile,organic,pricing,False
S1_01976,U7096,2024-02-09,1,desktop,social,pricing,False
S1_01977,U909,2024-02-08,1,desktop,organic,pricing,False
S1_01978,U7550,2024-02-09,1,mobile,paid_search,pricing,False
S1_01979,U7413,2024-02-09,1,mobile,paid_search,homepage,False
S1_01980,U4014,2024-02-09,1,mobile,paid_search,pricing,False
S1_01981,U2917,2024-02-10,1,mobile,paid_search,product,False
S1_01982,U177,2024-02-09,1,desktop,organic,product,False
S1_01983,U6616,2024-02-05,1,desktop,social,homepage,False
S1_01984,U6654,2024-02-10,1,desktop,organic,product,False
S1_01985,U7733,2024-02-08,1,desktop,organic,pricing,False
S1_01986,U8290,2024-02-08,1,desktop,organic,product,True
S1_01987,U7928,2024-02-08,1,mobile,organic,product,False
S1_01988,U6868,2024-02-11,1,desktop,direct,product,True
S1_01989,U3636,2024-02-11,1,mobile,organic,product,False
S1_01990,U8754,2024-02-08,1,desktop,organic,product,False
S1_01991,U7139,2024-02-11,1,desktop,organic,homepage,False
S1_01992,U3617,2024-02-11,1,mobile,direct,pricing,False
S1_01993,U6815,2024-02-06,1,mobile,organic,product,False
S1_01994,U261,2024-02-08,1,desktop,organic,homepage,False
S1_01995,U1451,2024-02-06,1,mobile,organic,homepage,True
S1_01996,U1836,2024-02-10,1,mobile,social,product,False
S1_01997,U9938,2024-02-05,1,desktop,organic,product,False
S1_01998,U8046,2024-02-05,1,desktop,direct,homepage,False
S1_01999,U8614,2024-02-06,1,mobile,organic,product,False
S1_02000,U9486,2024-02-11,1,desktop,paid_search,homepage,False
S1_02001,U6676,2024-02-09,1,desktop,social,pricing,False
S1_02002,U6120,2024-02-09,1,mobile,direct,product,False
S1_02003,U3954,2024-02-05,1,desktop,paid_search,homepage,False
S1_02004,U9560,2024-02-07,1,mobile,social,product,False
S1_02005,U3562,2024-02-10,1,mobile,organic,homepage,False
S1_02006,U9742,2024-02-08,1,mobile,organic,pricing,True
S1_02007,U3780,2024-02-08,1,mobile,organic,product,False
S1_02008,U2264,2024-02-06,1,desktop,organic,homepage,True
S1_02009,U7093,2024-02-10,1,desktop,paid_search,pricing,False
S1_02010,U2298,2024-02-05,1,desktop,organic,homepage,False
S1_02011,U2325,2024-02-08,1,desktop,organic,homepage,True
S1_02012,U4838,2024-02-08,1,mobile,social,product,False
S1_02013,U9893,2024-02-08,1,desktop,direct,product,False
S1_02014,U9049,2024-02-08,1,mobile,social,homepage,True
S1_02015,U832,2024-02-05,1,mobile,direct,pricing,False
S1_02016,U7535,2024-02-10,1,mobile,organic,product,True
S1_02017,U6018,2024-02-05,1,mobile,organic,homepage,False
S1_02018,U3460,2024-02-10,1,desktop,paid_search,product,False
S1_02019,U1074,2024-02-11,1,mobile,paid_search,product,False
S1_02020,U2443,2024-02-07,1,mobile,organic,homepage,False
S1_02021,U7197,2024-02-10,1,desktop,paid_search,homepage,True
S1_02022,U6224,2024-02-06,1,desktop,paid_search,homepage,False
S1_02023,U2602,2024-02-06,1,mobile,organic,homepage,False
S1_02024,U7194,2024-02-10,1,desktop,social,product,False
S1_02025,U9530,2024-02-07,1,mobile,paid_search,product,False
S1_02026,U2719,2024-02-11,1,desktop,paid_search,homepage,False
S1_02027,U2570,2024-02-09,1,desktop,organic,homepage,False
S1_02028,U7111,2024-02-10,1,desktop,paid_search,pricing,False
S1_02029,U4094,2024-02-11,1,mobile,social,homepage,False
S1_02030,U3614,2024-02-08,1,tablet,paid_search,homepage,False
S1_02031,U6716,2024-02-05,1,mobile,organic,homepage,False
S1_02032,U8498,2024-02-05,1,desktop,direct,homepage,False
S1_02033,U5505,2024-02-10,1,mobile,social,homepage,False
S1_02034,U7388,2024-02-08,1,desktop,organic,pricing,False
S1_02035,U1966,2024-02-07,1,mobile,organic,pricing,False
S1_02036,U6347,2024-02-06,1,desktop,paid_search,product,False
S1_02037,U7435,2024-02-07,1,mobile,organic,product,False
S1_02038,U2355,2024-02-10,1,mobile,direct,homepage,False
S1_02039,U1909,2024-02-11,1,desktop,organic,pricing,False
S1_02040,U3300,2024-02-11,1,mobile,organic,product,False
S1_02041,U6789,2024-02-09,1,mobile,social,homepage,True
S1_02042,U5318,2024-02-05,1,desktop,social,product,False
S1_02043,U1392,2024-02-08,1,mobile,paid_search,homepage,False
S1_02044,U5051,2024-02-10,1,desktop,organic,product,False
S1_02045,U962,2024-02-08,1,desktop,organic,homepage,False
S1_02046,U6342,2024-02-09,1,mobile,direct,pricing,False
S1_02047,U2961,2024-02-05,1,tablet,organic,pricing,False
S1_02048,U807,2024-02-11,1,desktop,paid_search,product,False
S1_02049,U9276,2024-02-10,1,desktop,social,homepage,False
S1_02050,U2520,2024-02-08,1,mobile,organic,homepage,False
S1_02051,U2807,2024-02-11,1,desktop,paid_search,homepage,False
S1_02052,U7555,2024-02-10,1,tablet,paid_search,homepage,False
S1_02053,U1295,2024-02-10,1,mobile,paid_search,product,False
S1_02054,U9662,2024-02-07,1,desktop,paid_search,pricing,False
S1_02055,U3664,2024-02-11,1,mobile,organic,pricing,False
S1_02056,U1688,2024-02-06,1,desktop,paid_search,product,False
S1_02057,U2454,2024-02-11,1,desktop,paid_search,pricing,False
S1_02058,U2609,2024-02-10,1,mobile,paid_search,product,False
S1_02059,U8872,2024-02-09,1,desktop,social,homepage,True
S1_02060,U1625,2024-02-07,1,desktop,organic,product,True
S1_02061,U1683,2024-02-09,1,mobile,organic,product,False
S1_02062,U9805,2024-02-06,1,mobile,paid_search,pricing,False
S1_02063,U1007,2024-02-09,1,mobile,direct,homepage,False
S1_02064,U2952,2024-02-11,1,desktop,social,product,False
S1_02065,U8127,2024-02-05,1,mobile,paid_search,pricing,False
S1_02066,U4643,2024-02-07,1,mobile,organic,homepage,False
S1_02067,U5015,2024-02-06,1,mobile,organic,pricing,False
S1_02068,U316,2024-02-05,1,desktop,organic,product,False
S1_02069,U1169,2024-02-05,1,tablet,organic,pricing,False
S1_02070,U3371,2024-02-10,1,tablet,paid_search,homepage,False
S1_02071,U6627,2024-02-10,1,mobile,direct,pricing,True
S1_02072,U5010,2024-02-09,1,mobile,social,homepage,False
S1_02073,U4889,2024-02-09,1,mobile,social,pricing,False
S1_02074,U1077,2024-02-09,1,mobile,organic,homepage,False
S1_02075,U9854,2024-02-10,1,mobile,organic,pricing,False
S1_02076,U3266,2024-02-08,1,mobile,social,pricing,False
S1_02077,U2508,2024-02-10,1,mobile,social,homepage,False
S1_02078,U6077,2024-02-09,1,mobile,social,product,False
S1_02079,U3377,2024-02-11,1,desktop,organic,pricing,False
S1_02080,U1868,2024-02-10,1,desktop,paid_search,pricing,False
S1_02081,U7075,2024-02-07,1,mobile,paid_search,pricing,False
S1_02082,U1317,2024-02-11,1,mobile,organic,pricing,False
S1_02083,U8397,2024-02-05,1,desktop,paid_search,product,False
S1_02084,U9483,2024-02-08,1,desktop,social,homepage,False
S1_02085,U984,2024-02-07,1,mobile,paid_search,homepage,False
S1_02086,U215,2024-02-11,1,mobile,social,pricing,False
S1_02087,U1035,2024-02-08,1,desktop,organic,pricing,False
S1_02088,U6338,2024-02-09,1,mobile,paid_search,pricing,False
S1_02089,U5298,2024-02-11,1,desktop,direct,pricing,False
S1_02090,U5600,2024-02-09,1,mobile,organic,product,False
S1_02091,U4210,2024-02-09,1,desktop,direct,homepage,False
S1_02092,U6466,2024-02-10,1,tablet,organic,product,False
S1_02093,U9065,2024-02-09,1,tablet,organic,pricing,True
S1_02094,U4774,2024-02-05,1,mobile,organic,homepage,False
S1_02095,U3560,2024-02-08,1,desktop,direct,product,False
S1_02096,U8735,2024-02-08,1,mobile,social,homepage,False
S1_02097,U4188,2024-02-05,1,mobile,organic,homepage,False
S1_02098,U4384,2024-02-09,1,mobile,paid_search,pricing,False
S1_02099,U7752,2024-02-06,1,mobile,social,pricing,False
S1_02100,U5463,2024-02-10,1,desktop,paid_search,homepage,False
S1_02101,U8240,2024-02-07,1,desktop,organic,pricing,False
S1_02102,U8848,2024-02-05,1,mobile,social,homepage,False
S1_02103,U6732,2024-02-08,1,mobile,paid_search,homepage,False
S1_02104,U7163,2024-02-09,1,mobile,paid_search,product,False
S1_02105,U4626,2024-02-10,1,mobile,organic,product,False
S1_02106,U1929,2024-02-05,1,mobile,organic,pricing,True
S1_02107,U3483,2024-02-10,1,mobile,social,homepage,False
S1_02108,U4184,2024-02-05,1,mobile,paid_search,product,False
S1_02109,U4055,2024-02-10,1,desktop,social,product,False
S1_02110,U878,2024-02-11,1,mobile,paid_search,product,False
S1_02111,U9744,2024-02-09,1,desktop,organic,homepage,False
S1_02112,U6648,2024-02-09,1,desktop,direct,pricing,False
S1_02113,U8712,2024-02-09,1,mobile,organic,homepage,True
S1_02114,U8887,2024-02-05,1,mobile,organic,product,False
S1_02115,U2507,2024-02-09,1,mobile,direct,product,False
S1_02116,U7050,2024-02-11,1,desktop,social,homepage,False
S1_02117,U323,2024-02-08,1,mobile,organic,pricing,True
S1_02118,U7762,2024-02-07,1,mobile,organic,pricing,False
S1_02119,U6582,2024-02-09,1,mobile,organic,product,False
S1_02120,U5827,2024-02-05,1,mobile,organic,pricing,False
S1_02121,U2444,2024-02-10,1,desktop,organic,pricing,False
S1_02122,U2712,2024-02-07,1,desktop,paid_search,product,False
S1_02123,U9442,2024-02-11,1,mobile,organic,pricing,False
S1_02124,U111,2024-02-10,1,desktop,social,homepage,False
S1_02125,U4077,2024-02-09,1,mobile,organic,pricing,False
S1_02126,U4887,2024-02-05,1,mobile,direct,homepage,False
S1_02127,U3812,2024-02-07,1,mobile,social,product,False
S1_02128,U7520,2024-02-07,1,desktop,social,pricing,False
S1_02129,U4900,2024-02-07,1,mobile,direct,pricing,False
S1_02130,U384,2024-02-10,1,mobile,social,product,False
S1_02131,U3302,2024-02-11,1,desktop,organic,homepage,False
S1_02132,U9926,2024-02-06,1,desktop,paid_search,pricing,False
S1_02133,U3212,2024-02-07,1,mobile,paid_search,homepage,True
S1_02134,U9172,2024-02-09,1,mobile,direct,homepage,False
S1_02135,U9433,2024-02-09,1,mobile,social,pricing,False
S1_02136,U5736,2024-02-09,1,mobile,organic,pricing,False
S1_02137,U5266,2024-02-10,1,desktop,organic,pricing,False
S1_02138,U2738,2024-02-05,1,mobile,organic,pricing,False
S1_02139,U3638,2024-02-08,1,tablet,paid_search,homepage,False
S1_02140,U5715,2024-02-08,1,mobile,social,homepage,False
S1_02141,U3548,2024-02-10,1,tablet,organic,homepage,False
S1_02142,U1187,2024-02-08,1,desktop,organic,product,False
S1_02143,U443,2024-02-05,1,mobile,direct,homepage,True
S1_02144,U4227,2024-02-11,1,mobile,organic,product,False
S1_02145,U5939,2024-02-06,1,mobile,social,pricing,False
S1_02146,U8805,2024-02-05,1,desktop,social,product,False
S1_02147,U1850,2024-02-09,1,mobile,organic,homepage,False
S1_02148,U7880,2024-02-06,1,mobile,social,pricing,True
S1_02149,U198,2024-02-08,1,mobile,paid_search,pricing,False
S1_02150,U6630,2024-02-06,1,mobile,social,homepage,True
S1_02151,U3170,2024-02-10,1,desktop,organic,pricing,False
S1_02152,U7285,2024-02-08,1,desktop,paid_search,product,False
S1_02153,U2806,2024-02-08,1,mobile,organic,product,False
S1_02154,U2215,2024-02-08,1,mobile,organic,homepage,False
S1_02155,U1265,2024-02-09,1,mobile,paid_search,pricing,False
S1_02156,U3058,2024-02-09,1,desktop,paid_search,pricing,False
S1_02157,U2960,2024-02-10,1,mobile,organic,product,False
S1_02158,U5599,2024-02-06,1,mobile,paid_search,homepage,False
S1_02159,U7651,2024-02-08,1,mobile,social,pricing,False
S1_02160,U5290,2024-02-08,1,mobile,social,pricing,False
S1_02161,U4030,2024-02-08,1,desktop,organic,pricing,False
S1_02162,U3508,2024-02-07,1,mobile,social,product,False
S1_02163,U5952,2024-02-06,1,mobile,social,pricing,False
S1_02164,U4459,2024-02-10,1,desktop,paid_search,pricing,False
S1_02165,U8438,2024-02-09,1,mobile,organic,product,False
S1_02166,U4117,2024-02-05,1,desktop,paid_search,product,True
S1_02167,U1085,2024-02-11,1,desktop,social,product,False
S1_02168,U2233,2024-02-07,1,desktop,paid_search,pricing,False
S1_02169,U9873,2024-02-05,1,mobile,organic,homepage,False
S1_02170,U4173,2024-02-11,1,desktop,organic,homepage,False
S1_02171,U7203,2024-02-09,1,mobile,paid_search,pricing,False
S1_02172,U4335,2024-02-05,1,desktop,direct,pricing,False
S1_02173,U7189,2024-02-07,1,desktop,paid_search,product,False
S1_02174,U8362,2024-02-05,1,mobile,social,product,False
S1_02175,U1657,2024-02-11,1,desktop,social,product,False
S1_02176,U3445,2024-02-11,1,mobile,organic,pricing,False
S1_02177,U1361,2024-02-06,1,desktop,paid_search,homepage,False
S1_02178,U293,2024-02-09,1,desktop,organic,pricing,False
S1_02179,U9476,2024-02-08,1,desktop,organic,pricing,False
S1_02180,U6016,2024-02-09,1,mobile,paid_search,product,False
S1_02181,U3436,2024-02-10,1,desktop,direct,homepage,False
S1_02182,U2823,2024-02-10,1,desktop,paid_search,pricing,True
S1_02183,U3927,2024-02-08,1,tablet,organic,product,False
S1_02184,U6846,2024-02-10,1,mobile,social,product,False
S1_02185,U4955,2024-02-10,1,mobile,paid_search,homepage,False
S1_02186,U927,2024-02-10,1,mobile,paid_search,pricing,False
S1_02187,U8598,2024-02-06,1,mobile,organic,product,False
S1_02188,U1058,2024-02-11,1,mobile,paid_search,product,False
S1_02189,U1572,2024-02-05,1,desktop,paid_search,product,False
S1_02190,U3512,2024-02-10,1,tablet,organic,pricing,False
S1_02191,U4913,2024-02-10,1,mobile,social,product,False
S1_02192,U3069,2024-02-08,1,mobile,paid_search,product,False
S1_02193,U9548,2024-02-06,1,desktop,direct,product,True
S1_02194,U8390,2024-02-08,1,mobile,social,pricing,False
S1_02195,U1725,2024-02-07,1,mobile,organic,product,False
S1_02196,U439,2024-02-10,1,desktop,paid_search,product,False
S1_02197,U2013,2024-02-10,1,desktop,social,product,True
S1_02198,U4118,2024-02-09,1,mobile,organic,homepage,False
S1_02199,U6629,2024-02-05,1,desktop,paid_search,product,False
S1_02200,U4241,2024-02-09,1,mobile,organic,pricing,False
S1_02201,U5732,2024-02-10,1,desktop,organic,product,False
S1_02202,U9527,2024-02-09,1,mobile,organic,product,False
S1_02203,U3493,2024-02-07,1,mobile,organic,product,True
S1_02204,U9782,2024-02-09,1,mobile,organic,homepage,False
S1_02205,U9858,2024-02-09,1,mobile,direct,pricing,False
S1_02206,U5536,2024-02-10,1,desktop,organic,product,False
S1_02207,U6790,2024-02-05,1,desktop,organic,homepage,False
S1_02208,U5073,2024-02-11,1,desktop,paid_search,product,True
S1_02209,U7211,2024-02-06,1,desktop,organic,pricing,True
S1_02210,U7470,2024-02-11,1,mobile,direct,pricing,False
S1_02211,U4979,2024-02-10,1,desktop,paid_search,pricing,False
S1_02212,U8614,2024-02-11,1,mobile,social,product,False
S1_02213,U6156,2024-02-09,1,desktop,organic,homepage,False
S1_02214,U7247,2024-02-11,1,desktop,organic,product,False
S1_02215,U7109,2024-02-09,1,mobile,direct,product,False
S1_02216,U4714,2024-02-09,1,desktop,organic,product,False
S1_02217,U6173,2024-02-11,1,mobile,social,product,False
S1_02218,U6525,2024-02-09,1,desktop,organic,pricing,False
S1_02219,U2549,2024-02-07,1,mobile,organic,homepage,False
S1_02220,U6605,2024-02-07,1,desktop,organic,homepage,False
S1_02221,U8489,2024-02-05,1,mobile,organic,product,False
S1_02222,U9911,2024-02-09,1,mobile,paid_search,pricing,False
S1_02223,U795,2024-02-10,1,mobile,organic,product,False
S1_02224,U4174,2024-02-11,1,mobile,paid_search,pricing,False
S1_02225,U1287,2024-02-09,1,desktop,direct,pricing,False
S1_02226,U7742,2024-02-11,1,desktop,organic,homepage,False
S1_02227,U4410,2024-02-10,1,desktop,organic,homepage,False
S1_02228,U4708,2024-02-06,1,desktop,social,product,True
S1_02229,U6449,2024-02-11,1,mobile,organic,product,False
S1_02230,U3462,2024-02-10,1,desktop,paid_search,pricing,False
S1_02231,U1410,2024-02-11,1,mobile,direct,homepage,True
S1_02232,U484,2024-02-05,1,desktop,organic,pricing,False
S1_02233,U113,2024-02-09,1,desktop,direct,pricing,False
S1_02234,U2038,2024-02-10,1,mobile,organic,pricing,True
S1_02235,U9998,2024-02-11,1,desktop,paid_search,product,False
S1_02236,U1187,2024-02-05,1,mobile,organic,pricing,False
S1_02237,U6384,2024-02-11,1,desktop,paid_search,product,True
S1_02238,U2563,2024-02-09,1,mobile,organic,pricing,False
S1_02239,U4660,2024-02-11,1,desktop,organic,homepage,False
S1_02240,U5696,2024-02-09,1,desktop,organic,homepage,False
S1_02241,U8,2024-02-11,1,mobile,paid_search,product,False
S1_02242,U8986,2024-02-07,1,mobile,social,homepage,False
S1_02243,U3094,2024-02-06,1,mobile,organic,homepage,False
S1_02244,U5922,2024-02-08,1,mobile,direct,product,False
S1_02245,U9211,2024-02-09,1,mobile,paid_search,product,False
S1_02246,U7855,2024-02-10,1,mobile,paid_search,homepage,False
S1_02247,U7486,2024-02-08,1,mobile,social,homepage,False
